Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
7328671,"Iain M. Banks","Excession","","and was taken to the Forward Docks and a big, brightly lit hangar, where the Psychopath Class ex-Rapid Offensive Unit Frank Exchange of Views was waiting for her. Ulver laughed. 'It looks,' she snorted, 'like a dildo!' 'That's appropriate,' Churt Lyne said. 'Armed, it can fuck solar systems.","",10,1
389855,"Iain M. Banks","Use of Weapons (Culture, #3)","","I just think people overvalue argument because they like to hear themselves talk.","kindlehighlight",83,2
34378,"Cormac McCarthy","The Road","0307265439","There is no God and we are his prophets.","blasphemy, paraphrased, religion",804,3
219846,"Marcus Aurelius","The Meditations of Marcus Aurelius","142092611X","Men seek retreats for themselves, houses in the country, sea-shores, and mountains; and thou too art wont to desire such things very much. But this is altogether a mark of the most common sort of men, for it is in thy power whenever thou shalt choose to retire into thyself. For nowhere either with more quiet or more freedom from trouble does a man retire than into his own soul, particularly when he has within him such thoughts that by looking into them he is immediately in perfect tranquility; and I affirm that tranquility is nothing else than the good ordering of the mind. Constantly then give to thyself this retreat, and renew thyself; and let thy principles be brief and fundamental, which, as soon as thou shalt recur to them, will be sufficient to cleanse the soul completely, and to send thee back free from all discontent with the things to which thou returnest. For with what art thou discontented? With the badness of men? Recall to thy mind this conclusion, that rational animals exist for one another, and that to endure is a part of justice, and that men do wrong involuntarily; and consider how many already, after mutual enmity, suspicion, hatred, and fighting, have been stretched dead, reduced to ashes; and be quiet at last.- But perhaps thou art dissatisfied with that which is assigned to thee out of the universe.- Recall to thy recollection this alternative; either there is providence or atoms, fortuitous concurrence of things; or remember the arguments by which it has been proved that the world is a kind of political community, and be quiet at last.- But perhaps corporeal things will still fasten upon thee.- Consider then further that the mind mingles not with the breath, whether moving gently or violently, when it has once drawn itself apart and discovered its own power, and think also of all that thou hast heard and assented to about pain and pleasure, and be quiet at last.- But perhaps the desire of the thing called fame will torment thee.- See how soon everything is forgotten, and look at the chaos of infinite time on each side of the present, and the emptiness of applause, and the changeableness and want of judgement in those who pretend to give praise, and the narrowness of the space within which it is circumscribed, and be quiet at last. For the whole earth is a point, and how small a nook in it is this thy dwelling, and how few are there in it, and what kind of people are they who will praise thee.","philosophy",110,4
201428,"Herman Melville","Moby-Dick or, The Whale","0142437247","From beneath his slouched hat Ahab dropped a tear into the sea; nor did all the Pacific contain such wealth as that one wee drop.","",31,5
9344470,"Herman Melville","Moby Dick","1504041194","Queequeg explained to me that his world was very different from ours. However, one thing he learned quickly, was that within all groups of people there are kind men and there are unkind men.","herman-melville, kindness, mankind, moby-dick, worldview",10,6
1057233,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","He had spent a lot of time thinking about himself, and had come to the conclusion that he was definitely not self-absorbed.","",57,7
5153049,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","You see, faith doesn’t have to make sense. If it did, it wouldn’t be faith, it would be logic.","",20,8
963654,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","It’s amazing how quickly we get used to weirdness when it’s our own weirdness.","",13,9
5099566,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","He tried to come up with a word that meant “witch,” that didn’t have any insulting or demeaning overtones. He couldn’t. In fact, after some thought, he couldn’t think of a word that meant female that men hadn’t imbued with some belittling shade of meaning. Finally, after a much longer silence than he had intended, he simply said, “I can understand why.","",10,10
6666895,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","The advantage that religion has over magic or science is that man’s inability to understand is built into the system, so if an explanation is confusing or unsatisfying, it strengthens the point.","",8,11
7199820,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","They couldn’t prove themselves right, so they channeled their energies into proving the other side wrong.","",10,12
1280873,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","In fact, after some thought, he couldn’t think of a word that meant female that men hadn’t imbued with some belittling shade of meaning.","",4,13
7172449,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","The day we stop learning is the day we stop living.","",4,14
1249649,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","Sure, as a teenager he’d experimented with the whole pose, but found that rebelling against everything all the time was just too exhausting.","",3,15
6718903,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","Phillip shook his head. “I understand all of these specs, but the numbers are all so large, I don’t know what any of it means. What on earth can a person do with four gigabytes of RAM?” “Upgrade it immediately,” Martin answered.","",2,16
7293380,"Scott  Meyer","Off to Be the Wizard (Magic 2.0, #1)","","He drove to work, his car a sunny little island of calm in the middle of the swollen river of misery that was the morning commute.","",2,17
790945,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","Zakalwe, in all human societies we have ever reviewed, in every age and every state, there has seldom if ever been a shortage of eager young males prepared to kill and die to preserve the security, comfort and prejudices of their elders, and what you call heroism is just an expression of this simple fact; there is never a scarcity of idiots.","",153,18
818965,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","Most people are not prepared to have their minds changed,"" he said. ""And I think they know in their hearts that other people are just the same, and one of the reasons people become angry when they argue is that they realize just that, as they trot out their excuses.""<br/><br/>""<i>Excuses</i>, eh?"" Well, if this ain't cynicism, what is?"" Erens snorted.<br/><br/>""Yes, excuses,"" he said, with what Erens thought might just have been a trace of bitterness. ""I strongly suspect the things people believe in are usually just what they instinctively feel is right; the excuses, the justifications, the things you're supposed to argue about, come later. They're the least important part of the belief. That's why you can destroy them, win an argument, prove the other person wrong, and still they believe what they did in the first place."" He looked at Erens. ""You've attacked the wrong thing.","arguments, belief, erens, excuses, instinct, justifications",50,19
697974,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","But it was pointless, it was stupid; he thought about thoughtless things. If I were a seabird . . . but how could you be a seabird? If you were a seabird your brain would be tiny and stupid and you would love half-rotted fish guts and tweaking the eyes out of little grazing animals; you would know no poetry and you could never appreciate flying as fully as the human on the ground yearning to be you.<br/>If you wanted to be a seabird you deserved to be one.","",39,20
818954,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","I could try composing wonderful musical works, or day-long entertainment epics, but what would that do? Give people pleasure? My wiping this table gives me pleasure. And people come to a clean table, which gives <i>them</i> pleasure. And anyway"" - the man laughed - ""people die; stars die; universes die. What is any achievement, however great it was, once time itself is dead? Of course, if <i>all</i> I did was wipe tables, then of course it would seem a mean and despicable waste of my huge intellectual potential. But because I choose to do it, it gives me pleasure. And,"" the man said with a smile, ""it's a good way of meeting people. So where are you from, anyway?","achievement, choice, death, meeting-people, people, pleasure, stars, the-universe, time, utopia, wiping-tables",27,21
1242534,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","But just because something does not have an ending doesn't mean it doesn't have a conclusion.","",22,22
8862699,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","The way to a man’s heart is through his chest!","",18,23
8872172,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","I once visited a place where they killed people by putting them in a chair. Not torture — that was common enough; beds and chairs were very much the par when it came to getting people helpless and confined, to inflict pain upon them — but actually set it up to kill them while they sat. They — get this — they either gassed them or they passed very high electric currents through them. A pellet dropped into a container beneath the seat, like some obscene image of a commode, producing a fatal gas; or a cap over their head, and their hands dipped in some conducting fluid, to fry their brains.<br/>You want to know the punch line? Yeah, [...] give us the punch line. This same state had a law that forbade — and I quote — “cruel and unusual punishments!” Can you believe that?","capital-punishment, sarcasm",7,24
2460941,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","Myself,” said the drone sniffily, “I have never been able to see what virtue there could be in something that was eighty percent water.","",4,25
9499432,"Iain M. Banks","Use of Weapons (Culture, #3)","185723135X","Can’t machines build these faster?” he asked the woman, looking around the starship shell.“Why, of course!” she laughed.“Then why do you do it?”“It’s fun. You see one of these big mothers sail out those doors for the first time, heading for deep space, three hundred people on board, everything working, the Mind quite happy, and you think, I helped build that. The fact a machine could have done it faster doesn’t alter the fact that it was you who actually did it.”<br/>“Hmm,” he said.<br/>“Well, you may ‘hmm’ as you wish,” the woman said, approaching a translucent hologram of the half-completed ship, where a few other construction workers were standing, pointing inside the model and talking. “But have you ever been gliding or swum underwater?”<br/>“Yes,” he agreed.<br/>The woman shrugged. “Yet birds fly better than we do, and fish swim better. Do we stop gliding or swimming because of this?”<br/>He smiled. “I suppose not.”<br/>“You suppose correctly,” the woman said. “And why?” She looked at him, grinning. “Because it’s fun.","",9,26
238272,"Irvine Welsh","Trainspotting","2020336464","Choose Life. Choose a job. Choose a career. Choose a family. Choose a fucking big television, choose washing machines, cars, compact disc players and electrical tin openers. Choose good health, low cholesterol, and dental insurance. Choose fixed interest mortgage repayments. Choose a starter home. Choose your friends. Choose leisurewear and matching luggage. Choose a three-piece suit on hire purchase in a range of fucking fabrics. Choose DIY and wondering who the fuck you are on Sunday morning. Choose sitting on that couch watching mind-numbing, spirit-crushing game shows, stuffing fucking junk food into your mouth. Choose rotting away at the end of it all, pissing your last in a miserable home, nothing more than an embarrassment to the selfish, fucked up brats you spawned to replace yourselves. Choose your future. Choose life… But why would I want to do a thing like that? I chose not to choose life. I chose somethin’ else. And the reasons? There are no reasons. Who needs reasons when you’ve got heroin?","",316,27
305804,"Irvine Welsh","Trainspotting","2020336464","By definition, you have to live until you die. Better to make that life as complete and enjoyable an experience as possible, in case death is shite, which I suspect it will be.","",432,28
629543,"Irvine Welsh","Trainspotting","2020336464","Now there is apparently a causal link between heroin addiction and vegetarianism.","",94,29
776837,"Irvine Welsh","Trainspotting","2020336464","The fact that you use the term ""cunt"" in the same breath as ""sexist"", shows that you display the same muddled, fucked-up thinking oan this issue as you do oan everything else.","",33,30
8547234,"Irvine Welsh","Trainspotting (Mark Renton, #2)","0099465892","-ye always want what ye cannae have and the things that ye dinnae really gie a toss aboot get handed tae ye oan a plate.","",12,31
684637,"Irvine Welsh","Trainspotting","2020336464","Society invents a spurious convoluted logic tae absorb and change people whae's behaviour is outside its mainstream. Suppose that ah ken aw the pros and cons, know that ah'm gaunnae huv a short life, am ah sound mind, ectetera, ectetera, but still want tae use smack? They won't let ye dae it. They won't let ye dae it, because it's seen as a sign ay thir ain failure. The fact that ye jist simply choose tae reject whut they huv tae offer.","",9,32
7346839,"Irvine Welsh","Trainspotting (Mark Renton, #2)","0099465892","They mean well, and they mean well tae me, but there's nae way under the sun that they can <br/>appreciate what ah feel, what ah  need.     <br/>Protect me from those who wish tae help us.","",18,33
1174573,"Irvine Welsh","Trainspotting (Mark Renton #2)","0393343685","Johnny wis a junky as well as a dealer. Ye hud tae go a wee bit further up the ladder before ye found a dealer whae didnae use. We called Johnny ‘Mother Superior’ because ay the length ay time he’d hud his habit.","",11,34
7978602,"Irvine Welsh","Trainspotting (Mark Renton, #2)","0099465892","Sex generally makes them intae real relationships, or ends them. Ye go backwards or forwards after shagging, but maintaining the status quo is difficult.","",11,35
1171790,"Irvine Welsh","Trainspotting (Mark Renton #2)","0393343685","Ah didnae really know much aboot women. Ah didnae really know much aboot anything.","",11,36
9941040,"C.N. Lester","Trans Like Me","0349008612","Gender is who you are, and sexuality is who you want; sexual orientation is who you go to bed with and gender identity is who you go to bed as.","gender, sex, sexuality",5,37
9941043,"C.N. Lester","Trans Like Me","0349008612","We cannot afford to be seduced by the sophistry of single-issue movements. As Audre Lorde so rightly said, we do not live single-issue lives.","",4,38
10590030,"C.N. Lester","Trans Like Me","0349008612","Those looking to know how it feels, to have a chance at life in a congruent body, free of dysphoria? Just listen to trans people and what we know of our own lives. We have been speaking this truth for a long time.","",4,39
9941042,"C.N. Lester","Trans Like Me","0349008612","Part of being trans, of being queer—not all of it, not for all people, but part—is in the re-imagining of what it is to be human. These are categories forged from the failure or refusal to acquiesce to majority rule.","queer, trans",7,40
52994,"Michael Crichton","The Lost World (Jurassic Park, #2)","0752224417","What makes you think human beings are sentient and aware? There's no evidence for it. Human beings never think for themselves, they find it too uncomfortable. For the most part, members of our species simply repeat what they are told-and become upset if they are exposed to any different view. The characteristic human trait is not awareness but conformity, and the characteristic result is religious warfare. Other animals fight for territory or food; but, uniquely in the animal kingdom, human beings fight for their 'beliefs.' The reason is that beliefs guide behavior which has evolutionary importance among human beings. But at a time when our behavior may well lead us to extinction, I see no reason to assume we have any awareness at all. We are stubborn, self-destructive conformists. Any other view of our species is just a self-congratulatory delusion. Next question.","awareness, humanity",447,41
170827,"Michael Crichton","The Lost World (Jurassic Park, #2)","0752224417","Absence of proof is not proof of absence.","proof",191,42
154081,"Michael Crichton","The Lost World (Jurassic Park, #2)","0752224417","The academic world was marching toward ever more specialized knowledge, expressed in ever more dense jargon.","linguistics",28,43
802646,"Michael Crichton","The Lost World (Jurassic Park, #2)","0752224417","Obsession is just a variety of addiction ~ Ian Malcolm","",22,44
112716,"Michael Crichton","Jurassic Park (Jurassic Park, #1)","030734813X","God creates dinosaurs, God kills dinosaurs, God creates man, man kills God, man brings back dinosaurs.","science",482,45
114212,"Michael Crichton","Jurassic Park (Jurassic Park, #1)","030734813X","The planet has survived everything, in its time.  It will certainly survive us.","ontology",475,46
532440,"Michael Crichton","Jurassic Park (Jurassic Park, #1)","030734813X","Life will find a way.","",261,47
114205,"Michael Crichton","Jurassic Park (Jurassic Park, #1)","030734813X","Nobody is driven by abstractions like 'seeking truth.","cynicism, science",51,48
11776,"Daphne Du Maurier","Rebecca","1844080382","Last night I dreamt I went to Manderley again.","dream, first-sentence",2339,49
580169,"Daphne du Maurier","Rebecca","1844080382","I wondered why it was that places are so much lovelier when one is<br/>alone.","",325,50
216149,"Charles Dickens","A Christmas Carol","1561797464","No space of regret can make amends for one life's opportunity misused","",439,51
10175997,"Adam Rutherford","How to Argue With a Racist: History, Science, Race and Reality","1474611265","Race is real because we perceive it. Racism is real because we enact it. Neither race nor racism has foundations in science. It is our duty to contest the warping of scientific research, especially if it is being used to justify prejudice. If you are a racist, then you are asking for a fight. But science is my ally, not yours, and your fight is not just with me, but with reality.","",10,52
10285587,"Adam Rutherford","How to Argue With a Racist: History, Science, Race and Reality","1474611265","Scientific racism’ or ‘race science’ are both misnomers. These are pseudoscientific domains.","pseudoscience, race, racism",4,53
10342209,"Adam Rutherford","How to Argue With a Racist: History, Science, Race and Reality","1474611265","When you have only ever experienced privilege, equality feels like oppression.","education, equality, genes, genetics, oppression, racsim, science, white-privilege",28,54
10342216,"Adam Rutherford","How to Argue With a Racist: History, Science, Race and Reality","1474611265","Race is a social construct. This does not mean that it is invalid or unimportant.","antiracist, british, genes, genetics, racism, science, white-privilege",4,55
10175796,"Adam Rutherford","How to Argue With a Racist: History, Science, Race and Reality","1474611265","demonstrates quite clearly Swift’s maxim that you cannot reason someone out of a position they did not reason themselves into.","",3,56
6145,"George Orwell","1984","","Who controls the past controls the future. Who controls the present controls the past.","inspirational",11018,57
10585729,"C.N. Lester","Trans Like Me","0349008612","This is the reason why it's insufficient to respond with accusations of being 'offended,' to say that anyone who disagrees with these pieces is not obliged to read them and can take their support elsewhere. Trans people may choose not to consume transphobic media; we have no choice about living in a world shaped by the misinformation.","",2,58
7901818,"Stephen King","Apt Pupil","0751525677","No,' he said. 'I don't think anyone dies happy...but you could die well.","",8,59
437402,"Greg Keyes","The Briar King (Kingdoms of Thorn and Bone, #1)","0330419455","I have an idea,"" Cazio said after a moment.<br/><br/>""What a lonely creature it must be.","humor",20,60
222823,"Philip K. Dick","The Man in the High Castle","0679740678","When I was a child, I thought as a child. But now I have put away childish things. ... I must be scientific.","",53,61
7386547,"Philip K. Dick","The Man in the High Castle","0679740678","One cannot judge by book being best seller. We all know that. Many best sellers are terrible trash.","",38,62
5977406,"Philip K. Dick","The Man in the High Castle","","Philosophical involvement blinded me to authentic human fact.","",12,63
1137981,"Agatha Christie","Murder on the Orient Express (Hercule Poirot, #10)","","The body—the cage—is everything of the most respectable—but through the bars, the wild animal looks out.","",63,64
8325450,"Ira Levin","The Stepford Wives","0060080841","Sex, yes; sexism, no.","",12,65
65447,"Frank Herbert","Dune (Dune #1)","0340839937","What do you despise? By this are you truly known.","muad-dib, princess-irulan",1062,66
257952,"Frank Herbert","Dune (Dune #1)","0340839937","Hope clouds observation.","dune",681,67
371748,"Frank Herbert","Dune (Dune #1)","0340839937","The mind commands the body and it obeys. The mind orders itself and meets resistance.","",692,68
422719,"Frank Herbert","Dune (Dune #1)","0340839937","Highly organized research is guaranteed to produce nothing new.","research, science",247,69
80520,"Richard Dawkins","The Selfish Gene","0199291152","The meme for blind faith secures its own perpetuation by the simple unconscious expedient of discouraging rational inquiry.","faith, inquiry, meme",103,70
499924,"Richard Dawkins","The Selfish Gene","0199291152","Unfortunately, however much we may deplore something, it does not stop being true.","",89,71
567499,"Richard Dawkins","The Selfish Gene","0199291152","Any altruistic system is inherently unstable, because it is open to abuse by selfish individuals, ready to exploit it.","",82,72
385719,"Richard Dawkins","The Selfish Gene","0199291152","Let us try to teach generosity and altruism, because we are all born selfish.","",44,73
7135283,"Richard Dawkins","The Selfish Gene","0199291152","The rabbit runs faster than the fox, because the rabbit is running for his life while the fox is only running for his dinner.","",54,74
440705,"Richard Dawkins","The Selfish Gene","0199291152","When you plant a fertile meme in my mind you literally parasitize my brain, turning it into a vehicle for the meme's propagation in just the way that a virus may parasitize the genetic mechanism of a host cell.","",42,75
6466,"George Orwell","Animal Farm","","All animals are equal, but some animals are more equal than others.","animal-farm",7755,76
346721,"George Orwell","Animal Farm","","Several of them would have protested if they could have found the right arguments.","",720,77
389197,"George Orwell","Animal Farm","","This work was strictly voluntary, but any animal who absented himself from it would have his rations reduced by half.","life, satire, tyranny",619,78
10865,"F. Scott Fitzgerald","The Great Gatsby","0743273567","And I like large parties.  They’re so intimate.  At small parties there isn’t any privacy.","jordan-baker",4747,79
132325,"F. Scott Fitzgerald","The Great Gatsby","0743273567","Let us learn to show our friendship for a man when he is alive and not after he is dead.","",3961,80
1408031,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","The best way to live, then, was this: have a very simple lifestyle, be kind to those around you, and surround yourself with friends.","",9,81
7242379,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","Kierkegaard was a Christian, though he hated the Danish Church and couldn't accept the way complacent Christians around him behaved. For him, religion was a heart-wrenching option, not a cosy excuse for a song in church.","",3,82
8268077,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","As soon as you start to doubt your own existence, the act of doubting proves that you exist as a thinking thing. This","",3,83
10333791,"Nigel Warburton","A Little History of Philosophy","0300152086","Socrates<br/><br/>“Life, he declared, is only worth living if you think about what you are doing. An unexamined existence is all right for cattle, but not for human beings.","",5,84
10406078,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","If you do something just because of how you feel that is not a good action at all.","",4,85
7257495,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","Instead of looking to increase our pleasure in life, they think, we should try to become better people and do the right thing. That is what makes a life go well.","",3,86
8564712,"Nigel Warburton","A Little History of Philosophy (Little Histories)","","The problem as he saw it was not how short our lives are, but rather how badly most of us use what time we have.","",5,87
659040,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","The tragedy is not to die, but to be wasted.","",315,88
659037,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","I think it's easy to mistake understanding for empathy - we want empathy so badly. Maybe learning to make that distinction is part of growing up. It's hard and ugly to know somebody can understand you without even liking you.","",243,89
659035,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","The worm that destroys you is the temptation to agree with your critics, to get their approval.","",127,90
790604,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","The most stable elements, Clarice, appear in the middle of the periodic table, roughly between iron and silver.<br/><br/>Between iron and silver. I think that is appropriate for you.","",99,91
868983,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","Occasionally, on purpose, Dr. Lecter drops a teacup to shatter on the floor. He is satisfied when it does not gather itself together. For many months now, he has not seen Mischa in his dreams.<br/><br/>Someday perhaps a cup will come together. Or somewhere Starling may hear a crossbow string and come to some unwilled awakening, if indeed she even sleeps.","",45,92
7146399,"Thomas Harris","Hannibal (Hannibal Lecter, #3)","","The world will not be this way within the reach of my arm.","",31,93
305111,"Justin Cronin","The Passage (The Passage, #1)","0345504968","We live, we die. Somewhere along the way, if we're lucky, we may find someone to help lighten the load.","",306,94
305108,"Justin Cronin","The Passage (The Passage, #1)","0345504968","Sara waited a respectful time, knowing there was nothing she could do to ease the woman's pain. Grief was a place, Sara understood, where a person went alone. It was like a room without doors, and what happened in that room, all the anger and the pain you felt, was meant to stay there, nobody's business but yours.","",62,95
582647,"Ernest Hemingway","Men Without Women","","The most painful thing is losing yourself in the process of loving someone too much, and forgetting that you are special too.","love, pain, relationships, self",5547,96
59234,"Ernest Hemingway","Men Without Women","","Would you please please please please please please please stop talking?","",347,97
10681283,"Michelle Thomas","My Sh*t Therapist: & Other Mental Health Stories","","It's easy to sneer that insta is all cats, brunch, selfies, and beach yoga, but social media is one of the most powerful tools for self education we've ever had. If your social media is boring you don't blame the tool, or the algorithms. If you're choosing to be spoon-fed, you can't complain that everything tastes the same.","",0,98
10681389,"Michelle Thomas","My Sh*t Therapist: & Other Mental Health Stories","","If she had come to claim the space I had taken, I would not move. Well, I would. obviously, I am British, but I would give her such a filthy look when I did, so, that would teach her.","",0,99
117582,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","It is very hard for evil to take hold of the unconsenting soul.","evil, ged, soul",686,100
108126,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","But it is one thing to read about dragons and another to meet them.","dragons",490,101
739216,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","To light a candle is to cast a shadow...","balance, equilibrium, evil, good, knowledge, taoism",493,102
413801,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","I had forgotten how much light there is in the world, till you gave it back to me.","life, light, love",357,103
384103,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","Go to bed; tired is stupid.","",219,104
1245147,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","For a word to be spoken, there must be silence. Before, and after.","death, life, listening",258,105
302472,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","From that time forth he believed that the wise man is one who never sets himself apart from other living things, whether they have speech or not, and in later years he strove long to learn what can be learned, in silence, from the eyes of animals, the flight of birds, the great slow gestures of trees.","",242,106
194867,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","You thought, as a boy, that a mage is one who can do anything. So I thought, once. So did we all. And the truth is that as a man's real power grows and his knowledge widens, ever the way he can follow grows narrower: until at last he chooses nothing, but does only and wholly what he <i>must do</i>. . . .","",221,107
1174768,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","0544084373","Only in silence the word, only in dark the light, only in dying life: bright the hawk's flight on the empty sky.","",135,108
1023433,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","War as a moral metaphor is limited, limiting, and dangerous. By reducing the choices of action to “a war against” whatever-it-is, you divide the world into Me or Us (good) and Them or It (bad) and reduce the ethical complexity and moral richness of our life to Yes/No, On/Off. This is puerile, misleading, and degrading. In stories, it evades any solution but violence and offers the reader mere infantile reassurance. All too often the heroes of such fantasies behave exactly as the villains do, acting with mindless violence, but the hero is on the “right” side and therefore will win. Right makes might.","good-and-evil, morality, morals, right-and-wrong, war",120,109
1193653,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","A rock is a good thing, too, you know. If the Isles of Earthsea were all made of diamond, we'd lead a hard life here. Enjoy the illusions, lad, and let the rocks be rocks.","",71,110
327911,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","The wise needn't ask, the fool asks in vain.","",63,111
7180932,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","Yet a greater, unlearned skill he possessed, which was the art of kindness.","",68,112
1327104,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","Manhood is patience. Mastery is nine times patience.","manhood, mastery, patience",54,113
1193656,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","That is between me and my shadow.","",42,114
7699932,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","","Master,” said Ged, “I cannot take your name from you, not being strong enough, and I cannot trick your name from you, not being wise enough. So I am content to stay here, and learn or serve, whatever you will: unless by chance you will answer a question I have.”<br/><br/>“Ask it.”<br/><br/>“What is your name?”<br/><br/>The doorkeeper smiled, and said his name; and Ged, repeating it, entered for the last time into that House.","",24,115
7322813,"Ursula K. Le Guin","A Wizard of Earthsea (Earthsea Cycle, #1)","0544084373","I was in too much haste, and now have no time left.","",25,116
25184,"Harper Lee","To Kill a Mockingbird","","You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.","better-life-empathy",18407,117
991,"Harper Lee","To Kill a Mockingbird","","Until I feared I would lose it, I never loved to read. One does not love breathing.","reading",13691,118
6019,"Harper Lee","To Kill a Mockingbird","0060935464","I wanted you to see what real courage is, instead of getting the idea that courage is a man with a gun in his hand. It's when you know you're licked before you begin, but you begin anyway and see it through no matter what.","atticus-finch, courage",8277,119
51301,"Harper Lee","To Kill a Mockingbird","","People generally see what they look for, and hear what they listen for.","",5859,120
221972,"Harper Lee","To Kill a Mockingbird","0060935464","The one thing that doesn't abide by majority rule is a person's conscience.","",4575,121
14473,"Harper Lee","To Kill a Mockingbird","0060935464","Atticus told me to delete the adjectives and I'd have the facts.","writing-advice",4149,122
1213,"Harper Lee","To Kill a Mockingbird","","I think there's just one kind of folks.  Folks.","brotherhood-of-man, people, scout",3688,123
40318,"Harper Lee","To Kill a Mockingbird","0060935464","Sometimes the Bible in the hand of one man is worse than a whisky bottle in the hand of (another)... There are just some kind of men who - who're so busy worrying about the next world they've never learned to live in this one, and you can look down the street and see the results.","bible, god, hatred, judgement, religion",3098,124
2577,"Harper Lee","To Kill a Mockingbird","0060935464","Atticus, he was real nice.""<br/><br/>""Most people are, Scout, when you finally see them.","inspirational",2948,125
9157,"Harper Lee","To Kill a Mockingbird","","They're certainly entitled to think that, and they're entitled to full respect for their opinions... but before I can live with other folks I've got to live with myself.  The one thing that doesn't abide by majority rule is a person's conscience.","integrity",2778,126
12619,"Harper Lee","To Kill a Mockingbird","0060935464","Atticus said to Jem one day, ""I’d rather you shot at tin cans in the backyard, but I know you’ll go after birds.  Shoot all the blue jays you want, if you can hit ‘em, but remember it’s a sin to kill a mockingbird.""  That was the only time I ever heard Atticus say it was a sin to do something, and I asked Miss Maudie about it.  ""Your father’s right,"" she said.  ""Mockingbirds don’t do one thing except make music for us to enjoy.  They don’t eat up people’s gardens, don’t nest in corn cribs, they don’t do one thing but sing their hearts out for us.  That’s why it’s a sin to kill a mockingbird.","scout",2638,127
74445,"Harper Lee","To Kill a Mockingbird","0060935464","As you grow older, you’ll see white men cheat black men every day of your life, but let me tell you something and don’t you forget it—whenever a white man does that to a black man, no matter who he is, how rich he is, or how fine a family he comes from, that white man is trash","racism, respect",2179,128
154700,"Harper Lee","To Kill a Mockingbird","0060935464","Mockingbirds don’t do one thing but make music for us to enjoy. They don’t eat up people’s gardens, don’t nest in corncribs, they don’t do one thing but sing their hearts out for us. That’s why it’s a sin to kill a mockingbird.","mockingbird, sin, wisdom",1857,129
230718,"Harper Lee","To Kill a Mockingbird","0060935464","With him, life was routine; without him, life was unbearable.","love",1644,130
295863,"Harper Lee","To Kill a Mockingbird","0060935464","Real courage is when you know you're licked before you begin, but you begin anyway and see it through no matter what.","character, courage, inspirational, moral-courage, perseverance, tenacity",1589,131
313421,"Harper Lee","To Kill a Mockingbird","0060935464","It’s never an insult to be called what somebody thinks is a bad name. It just shows you how poor that person is, it doesn’t hurt you.","life",1231,132
