Goodreads Quote Id,Author,Book,ISBN,Quote,Tags,Quote Popularity,Order
10232986,"Alan Alda","Things I Overheard While Talking to Myself","1400066174","There is no hidden meaning to life ... looking for one is our problem solving brain chasing its tail","",3,447
8726090,"Alan Alda","If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating","","Ignorance was my ally as long as it was backed up by curiosity. Ignorance without curiosity is not so good, but with curiosity it was the clear water through which I could see the coins at the bottom of the fountain.","",9,448
9261307,"Alan Alda","If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating","0812989147","The trouble with a lecture is that it answers questions that haven't been asked.","education, empathy, lecture, questions, stories, teaching",4,449
7933910,"Will Wight","Unsouled (Cradle, #1)","","Only storms turn fish into dragons,","",42,450
10031189,"Will Wight","Unsouled (Cradle, #1)","","There are a million Paths in this world, Lindon, but any sage will tell you they can all be reduced to one. Improve yourself.","",81,451
7691608,"Will Wight","Unsouled (Cradle, #1)","","I have so little. To a beggar, even scraps become a feast.","",12,452
11056933,"Will Wight","Unsouled (Cradle, #1)","","When there’s only one road forward, take it with a smile.","",10,453
10856344,"Will Wight","Unsouled (Cradle, #1)","","But the foundation of any Path is learning to accept the world as it is, not as you wish or even observe it to be.","",13,454
9937692,"Will Wight","Soulsmith (Cradle, #2)","","Fine then. I spit on the honor of the Sandvipers, that pathetic collection of cowards and cripples. You don't have a spine between you, you only use poison because it takes courage to face an enemy in battle, and I could improve on a Sandviper warrior by stapling a snake to a scarecrow's arm. Also your mothers were dogs and your fathers were blind, and so on. Fight me.","",11,455
11042972,"Will Wight","Soulsmith (Cradle, #2)","","A man holds grudges for a day, a family for a year, and a clan for a lifetime.","",4,456
11415738,"Randall Munroe","What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions","0525537120","Removing Japan would also have a big effect on ocean currents.","",4,457
9279683,"R.F. Kuang","The Poppy War (The Poppy War, #1)","0062662597","War doesn't determine who's right. War determines who remains.","war",1593,458
9273026,"R.F. Kuang","The Poppy War (The Poppy War, #1)","0062662597","They were monsters!"" Rin shrieked. ""They were not human!""<br/><br/>""Have you ever considered"" he said slowly ""that that was exactly what they thought of us?","",531,459
10366148,"R.F. Kuang","The Poppy War (The Poppy War, #1)","","It’s easy to be brave. Harder to know when not to fight.","",181,460
9943656,"Will Wight","Skysworn (Cradle, #4)","","Even dragons,” Orthos said, “know when to bow.","",7,461
9942916,"Will Wight","Skysworn (Cradle, #4)","","A dragon uses his full strength, whether he's fighting a Sage or a mouse.","",4,462
10406649,"Will Wight","Skysworn (Cradle, #4)","","When a horse carries a man, which of them is the stronger party?","",6,463
11303582,"Will Wight","Skysworn (Cradle, #4)","","You want somebody for a suicidal mission, sure, we're your guys. But this is just suicide.","",4,464
9943875,"Will Wight","Ghostwater (Cradle, #5)","","Some believe that hope is the strongest force in the universe,” Dross said. “Although that is objectively untrue.","",16,465
10174307,"Will Wight","Uncrowned (Cradle, #7)","","It’s interesting how humans decide whether or not to panic by watching others, [...] what if all of you are wrong together?","",11,466
10503653,"Will Wight","Wintersteel (Cradle, #8)","","As he was halfway through the portal, pushing forward as though trying to escape a rushing river, he screamed, “Remember, Lindon! Remember to visit a barber! A barber, Lindon! Your hair lacks volume and defin—","",27,467
8565841,"Kate  Moore","The Radium Girls: The Dark Story of America's Shining Women","","The cynical would say there was only one reason a high-profile specialist finally took up the cause. On June 7, 1925, the first male employee of the United States Radium Corporation died.","",42,468
9127964,"Kate  Moore","The Radium Girls: The Dark Story of America's Shining Women","","My body means nothing but pain to me,” Grace revealed, “and it might mean longer life or relief to the others, if science had it. It’s all I have to give.","",11,469
9137302,"Kate  Moore","The Radium Girls: The Dark Story of America's Shining Women","","The girls,” remembered a local resident of the time, “were ‘good Catholic girls’ who were raised not to challenge authority.","",4,470
11119151,"Will Wight","Reaper (Cradle, #10)","","Apologies, but I thought you would try to trick me into doing it.” “Lindon! Lindon. Lindon. How dare you say something so hurtful and yet so accurate.","",8,471
11032604,"Will Wight","Reaper (Cradle, #10)","","Accepting an unpleasant situation you are powerless to change is not treachery, it is maturity.","maturity",6,472
11302779,"Will Wight","Dreadgod (Cradle, #11)","","Power exploded from the Silent King’s corpse. Hunger aura. It flashed to every corner of the world, empowering the other Dreadgods. All four of them.","",2,473
11422364,"Will Wight","Dreadgod (Cradle, #11)","","Lindon sat at a table, mug of hot tea in his hands. “Is it just me, or does this book feel shorter than the others?” “That’s the goal, isn’t it?” Eithan pointed out. He was leaning back in his chair, with his black armor hanging on a stand behind him. “Don’t you want a story to feel shorter than it is? To leave you wanting more?” “Couldn’t say I care if it is,” Yerin said. She rolled her empty mug across the table. “Tea’s not bad. Where’d you get it?” “Space.” Eithan turned back to Lindon. “I’m not usually one for measuring things precisely, but I get the feeling that this book will actually end up longer than the last one. Thanks to a little strategic addition.” “Really?” Lindon frowned and took another sip of tea. “You think this story is longer than the last one?” “If my calculations are correct, this book should have more words than the last by exactly…” Eithan counted to himself. “…one.","",1,474
801843,"Voltaire","","","In the beginning God created man in His own image, and man has been trying to repay the favor ever since.","criticism, religion",47,475
7378369,"Liu Cixin","The Dark Forest (Remembrance of Earth’s Past, #2)","","The universe is a dark forest. Every civilization is an armed hunter stalking through the trees like a ghost, gently pushing aside branches that block the path and trying to tread without sound. Even breathing is done with care. The hunter has to be careful, because everywhere in the forest are stealthy hunters like him. If he finds other life—another hunter, an angel or a demon, a delicate infant or a tottering old man, a fairy or a demigod—there’s only one thing he can do: open fire and eliminate them. In this forest, hell is other people. An eternal threat that any life that exposes its own existence will be swiftly wiped out. This is the picture of cosmic civilization. It’s the explanation for the Fermi Paradox.","",337,476
7216658,"Liu Cixin","The Dark Forest (Remembrance of Earth’s Past, #2)","","If I destroy you, what business is it of yours?","",204,477
11370461,"William MacAskill","What We Owe the Future","1541618637","Whether the future is wonderful or terrible is, in part, up to us.","",3,478
9761090,"Caroline Criado-Perez","Invisible Women: Data Bias in a World Designed for Men","1419729071","There is no such thing as a woman who doesn’t work. There is only a woman who isn’t paid for her work.","feminism, gender-equality, stereotypes",222,479
9950198,"Caroline Criado-Pérez","Invisible Women: Data Bias in a World Designed for Men","1419729071","The result of this deeply male-dominated culture is that the male experience, the male perspective, has come to be seen as universal, while the female experience--that of half the global population, after all--is seen as, well, niche.","",153,480
9882826,"Caroline Criado Perez","Invisible Women: Data Bias in a World Designed for Men","1419729071","It's not always easy to convince someone a need exists, if they don't have that need themselves.","feminism, gender-gap",105,481
9940950,"Caroline Criado-Pérez","Invisible Women: Data Bias in a World Designed for Men","1683353145","The fact is that worth is a matter of opinion, and opinion is informed by culture. And if that culture is as male-biased as ours is, it can’t help but be biased against women. By default.","",91,482
9883816,"Caroline Criado Pérez","Invisible Women: Data Bias in a World Designed for Men","1419729071","When we exclude half of humanity from the production of knowledge we lose out on potentially transformative insights.","equal-rights, feminism, women",60,483
8141073,"Dennis E. Taylor","We Are Legion (We Are Bob) (Bobiverse, #1)","","How are you supposed to feel if you are forced to do what you would have done anyway?","",52,484
8642657,"Dennis E.  Taylor","We Are Legion (We Are Bob) (Bobiverse, #1)","","Belly laughs are one of the best things about being sentient, and you should never miss a chance for one.","",17,485
9613325,"Dennis E. Taylor","For We Are Many (Bobiverse, #2)","","Just when you start to get ahead in the rat race, the universe delivers bigger rats.","",9,486
8939303,"Dennis E. Taylor","All These Worlds (Bobiverse, #3)","","Don’t make the common mistake of thinking your opponents are stupid just because they don’t see things your way,","",19,487
9390879,"Dennis E. Taylor","All These Worlds (Bobiverse, #3)","","But right or wrong, I’ll die in peace. And Pascal’s Wager works both ways, right?” I nodded, returning his smile. “Yup. If you’re wrong, you won’t have the opportunity to regret it.","",8,488
10671920,"Dennis E. Taylor","Heaven's River (Bobiverse, #4)","1680682105","All actions have risks. Most inactions even more so.","",12,489
10826888,"Dennis E. Taylor","Heaven's River (Bobiverse, #4)","1680682105","the wonderful thing about knowledge is that you can give it away and still have it.","",17,490
246661,"Philip Pullman","The Golden Compass (His Dark Materials, #1)","0679879242","You cannot change what you are, only what you do.","",1381,491
3088,"Philip Pullman","The Amber Spyglass (His Dark Materials, #3)","0965096734","I stopped believing there was a power of good and a power of evil that were outside us. And I came to believe that good and evil are names for what people do, not for what they are.","mary-malone, morality",1078,492
11074378,"Travis Bagwell","Hellion (Awaken Online, #5)","","People always assume that family is a ‘right’, but it’s not - not at all. Family is a privilege. It’s earned.","family",2,493
423290,"Gillian Flynn","Sharp Objects","0307341542","The face you give the world tells the world how to treat you.","",1147,494
631430,"Gillian Flynn","Sharp Objects","0307341542","A child weaned on poison considers harm a comfort.","dark",720,495
619736,"Gillian Flynn","Sharp Objects","0307341542","I just think some women aren't made to be mothers. And some women aren't made to be daughters.","",510,496
685188,"Gillian Flynn","Sharp Objects","0307341542","They always call depression the blues, but I would have been happy to waken to a periwinkle outlook. Depression to me is urine yellow, washed out, exhausted miles of weak piss.","depression",262,497
165489,"Gillian Flynn","Sharp Objects","0307341542","I ached once, hard, like a period typed at the end of a sentence.","",223,498
995180,"Gillian Flynn","Sharp Objects","0307341542","Every time people said I was pretty, I thought of everything ugly swarming beneath my clothes.","",229,499
11467876,"Matt Dinniman","The Butcher's Masquerade (Dungeon Crawler Carl, #5)","","And I was so stupid, because I thought since I loved you, that meant you loved me.","",28,500
11706746,"Matt Dinniman","The Butcher's Masquerade (Dungeon Crawler Carl, #5)","","I have never claimed to be a smart person. We all do stupid things. A lot of times, people do stupid shit not because they are stupid, but because in the heat of the moment, they make rash decisions. It’s a different sort of thing. That’s my excuse here. Heat of the moment. At least that’s what I tell myself.","",9,501
11464449,"Jim Vandehei","Smart Brevity: The Power of Saying More with Less (Revised and Updated)","1523520124","Delete, delete, delete. What words, sentences or paragraphs can you eliminate before sending? Every word or sentence you can shave saves the other person time. Less is more—and a gift.","",5,502
11380924,"Jim Vandehei","Smart Brevity: The Power of Saying More with Less (Revised and Updated)","1523520124","The first sentence is your one—and likely only—chance to tell someone what they need to know and convince them not to move on.","",4,503
10753516,"Shirtaloon","He Who Fights with Monsters (He Who Fights with Monsters, #1)","","When you’re just a face in the crowd, then you can hold an ideal without being required to live up to it.","",38,504
11306606,"Shirtaloon","He Who Fights with Monsters (He Who Fights with Monsters, #1)","","Yes,” Jason said, “I’m not very smart and simple formalities are super-hard to figure out. It’s definitely not that I find them to be a set of arbitrary behavioural norms that serve as a tool of exclusionary tribalism and that eschewing the rituals of cultural performance facilitates the fostering of new relationships by having both sides step out of their preconceived societal modes.","",9,505
11270937,"Shirtaloon","He Who Fights with Monsters (He Who Fights with Monsters, #1)","","Do you have aristocracy in your world?” “Sure,” Jason said. “We’re slowly phasing it out in favour of wealth-based oligarchy, but it’s still around.","",6,506
10950868,"Shirtaloon","He Who Fights with Monsters 2 (He Who Fights with Monsters, #2)","","You should always welcome being proven wrong,” Jason said. “It means your understanding of the world just got a little bit better.","",36,507
11159374,"Shirtaloon","He Who Fights with Monsters 2 (He Who Fights with Monsters, #2)","","He who fights with monsters should look to it that he does not become a monster?","",2,508
11140857,"Shirtaloon","He Who Fights with Monsters 2 (He Who Fights with Monsters, #2)","","I decided early on that I was going to be who I am and people could take it or leave it. Like me or hate me, I’ll take passion over ambivalence. It lets me know who to avoid and who to be friends with. It makes for a better life.","",8,509
11099995,"Shirtaloon","He Who Fights with Monsters 3 (He Who Fights with Monsters, #3)","","Alright,” Jason said. “Any idea if I’ll be getting my old rank back?” “The issue is that you’re very… loud for an iron-ranker,” Vincent said. “They’re going to want a display of humility.” “No worries,” Jason said. “No one’s as good at being humble as me.","",5,510
11458906,"Shirtaloon","He Who Fights with Monsters 3 (He Who Fights with Monsters, #3)","","You don’t get it,” Neil said. “We’re here to kick ass and chew bubblegum, and we never actually found out what bubblegum was.","",3,511
11258154,"Shirtaloon","He Who Fights with Monsters 5 (He Who Fights with Monsters, #5)","","Always either be modest or wildly self-aggrandising. Avoid anything in between, for there lies mediocrity.","",4,512
11299178,"Shirtaloon","He Who Fights with Monsters 6 (He Who Fights with Monsters, #6)","","I need to go in the other room. This is getting awkward and I left my thinly-veiled excuse to leave you two alone in there.","",6,513
11295103,"Shirtaloon","He Who Fights With Monsters 6 (He Who Fights with Monsters, #6)","","You know butlering isn't a real genre right."" Jason said.  ""Given the real genres that is hardly an indictment."" Shade said. ""I'm not responsible for the literary failings of your planet. Mister Asano","",3,514
11775769,"Shirtaloon","He Who Fights With Monsters 7 (He Who Fights with Monsters, #7)","","I wasn’t trying to make a pun. If I was, I’d have done better.” “There is no better with puns, Mr Asano. There is only worse.","",4,515
11564844,"Shirtaloon","He Who Fights With Monsters 7 (He Who Fights with Monsters, #7)","","Political favour is for today, Mr Asano. Integrity is forever.","",5,516
11462006,"Travis Deverell","He Who Fights With Monsters 8 (He Who Fights with Monsters, #8)","","You do realise whose familiar I am, don’t you? I am older than some of this world’s gods and my knowledge base now includes a comprehensive understanding of the canonicity of various entries to the Knight Rider franchise.” “I don’t know what that means.” “I am not largely an advocate for ignorance,” Shade said, “but in this instance, I offer with all goodwill my hope that you retain yours in perpetuity.","",4,517
11460486,"Travis Deverell","He Who Fights With Monsters 8 (He Who Fights with Monsters, #8)","","I don’t know. Until civilisations started measuring time, it never occurred to me to keep track.","",1,518
11338516,"Jennette McCurdy","I'm Glad My Mom Died","","I don’t like knowing people in the context of things. ""Oh, that’s the person I work out with. That’s the person I’m in a book club with. That’s the person I did that show with."" Because once the context ends, so does the friendship","",473,519
11370003,"Jennette McCurdy","I'm Glad My Mom Died","","I was conditioned to believe any boundary I wanted was a betrayal of her, so I stayed silent. Cooperative.","",149,520
11377997,"Jennette McCurdy","I'm Glad My Mom Died","","Mom didn’t get better. But I will.","",176,521
61025,"Mary Wollstonecraft Shelley","Frankenstein","0195149017","Nothing is so painful to the human mind as a great and sudden change.","change, human",5448,522
150003,"Annie Proulx","Brokeback Mountain","0743271327","I wish I knew how to quit you.","infatuation, love-quotes, obsession, true-love",596,523
26683,"Malcolm X","The Autobiography of Malcolm X","","Hence I have no mercy or compassion in me for a society that will crush people, and then penalize them for not being able to stand up under the weight.","",595,524
34892,"Malcolm X","The Autobiography of Malcolm X","","The ability to read awoke inside of me some long dormant craving to be mentally alive.","books, literature, living, reading, words",493,525
7240705,"Charlotte Perkins Gilman","The Yellow Wallpaper","","I cry at nothing, and cry most of the time.","",125,526
11223708,"Devon Price","Unmasking Autism: Discovering the New Faces of Neurodiversity","0593235231","Refusing to perform neurotypicality is a revolutionary act of disability justice. It's also a radical act of self-love.","autism, disability-justice, neurotypical, unmasking",45,527
11593215,"Ann Napolitano","Hello Beautiful","","You’re depressed, not crazy. It’s not insane to be depressed in this world. It’s more sane than being happy. I never trust those upbeat individuals who grin no matter what’s going on. Those are the ones with a screw loose, if you ask me.","depression, mental-health",82,528
717806,"Mark Forsyth","The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language","","Oxygen was called flammable air for a while, but it didn't catch on.","",27,529
1237265,"Mark Forsyth","The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language","","But Shakespeare never drank coffee. Nor did Julius Caesar, or Socrates. Alexander the Great conquered half the world without even a café latte to perk him up. The pyramids were designed and constructed without a whiff of a sniff of caffeine. Coffee was introduced to Europe only in 1615. The achievements of antiquity are quite enough to cow the modern human, but when you realize that they did it all without caffeine it becomes almost unbearable.","coffee",24,530
1215574,"Mark Forsyth","The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language","","If Jupiter was in the ascendant when you were born, you are of a jovial disposition; and if you're not jovial but miserable and saturnine that's a disaster, because a disaster is a dis-astro, or misplaced planet. Disaster is Latin for ill-starred.<br/><br/>The fault, as Shakespeare put it, is not in our stars; but the language is.","astrology, language, shakespeare, stars",18,531
5783026,"Mark Forsyth","The Etymologicon: A Circular Stroll Through the Hidden Connections of the English Language","","The Oxford English Dictionary is the greatest work of reference ever written, and it’s largely the result of a Scotsman who left school at fourteen, and a criminally insane American.","",18,532
1209232,"Mark Forsyth","The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language","","The Latin word for sausage was botulus, from which English gets two words. One of them is the lovely botuliform, which means sausage-shaped and is a more useful word than you might think. The other word is botulism.<br/><br/>Sausages may taste lovely, but it's usually best not to ask what's actually in them. Curiosity may have killed the cat, but it was a sausage-maker who disposed of the body.","humor, language",14,533
1209240,"Mark Forsyth","The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language","","Freud said that everything was secretly sexual. But etymologists know that sex is secretly food.","",8,534
8019386,"Mark Forsyth","The Etymologicon: A Circular Stroll Through the Hidden Connections of the English Language","1101611766","The neatest palindrome in English is undoubtedly: “A man, a plan, a canal: Panama.","",6,535
7877312,"Mark Forsyth","The Etymologicon: A Circular Stroll Through the Hidden Connections of the English Language","1101611766","Monty Python is, for reasons best known to nobody, rather popular with computer programmers. There’s even a programming language called Python, based on their sketches.","",6,536
7877282,"Mark Forsyth","The Etymologicon: A Circular Stroll Through the Hidden Connections of the English Language","1101611766","All over America, infuriating white people would address black men with the words “Hey, boy.” And it grated. It really grated. That’s why, in the 1940s, black Americans started taking the fight the other way and greeting each other with the words “Hey, man.” The vocative was not inserted for the purposes of sexual identification; it was a reaction against all those years of being called boy. It worked. White people were so confused by “Hey, man” that the sixties happened and everybody, of whatever race, started calling each other man, until the original significance was lost. This is an example of Progress. Now,","",5,537
7387009,"Mark Forsyth","The Etymologicon: A Circular Stroll Through the Hidden Connections of the English Language","1101611766","The glorious insanities of the English language mean that you can do all sorts of odd and demeaning things to a book. You can cook it.","",4,538
11277235,"Travis  Baldree","Legends & Lattes (Legends & Lattes, #1)","","Things don’t have to stay as what they started out as.","",153,539
11205542,"Travis  Baldree","Legends & Lattes (Legends & Lattes, #1)","","it was like drinking the feeling of being peaceful. Being peaceful in your mind. Well, not if you have too much, then it’s something else.","",70,540
11365516,"Travis  Baldree","Legends & Lattes (Legends & Lattes, #1)","","The combined aromas of hot cinnamon, ground coffee, and sweet cardamom intoxicated her, and as she brewed and smiled and served and chatted, a deep contentment welled up. It was a glowing warmth she’d never experienced before, and she liked it. She liked it a great deal.","",41,541
11472265,"Travis  Baldree","Legends & Lattes (Legends & Lattes, #1)","","Calamity."" His own callused paw was swallowed by hers.<br/>Her eyes widened.<br/>""Hob name,"" he said. ""You can call me Cal.""<br/>""Whichever you like best.  I don't need your name to suit me.","",25,542
12131630,"Haylock Jobson","Heretical Fishing (Heretical Fishing, #1)","1039453112","They believe all paths of evolution eventually lead to crabs—a process called carcinization","",2,543
8270464,"V.E. Schwab","A Conjuring of Light (Shades of Magic, #3)","0765387468","Love and loss,” he said, “are like a ship and the sea. They rise together. The more we love, the more we have to lose. But the only way to avoid loss is to avoid love. And what a sad world that would be.","",849,544
8276096,"V.E. Schwab","A Conjuring of Light (Shades of Magic, #3)","0765387468","What are we drinking to?""<br/>""The living,"" said Rhy.<br/>""The dead,"" said Alucard and Lila at the same time.<br/>""We're being thorough,"" added Rhy.","",331,545
8284370,"V.E. Schwab","A Conjuring of Light (Shades of Magic, #3)","0765387468","On vis och,"" he told himself.<br/><br/>Dawn to dusk. A phrase that meant two things in his native tongue. <br/><br/>A fresh start. A good end.","",227,546
8366166,"V.E. Schwab","A Conjuring of Light (Shades of Magic, #3)","0765387468","We don't choose what we are, but we choose what we do.","",164,547
37818,"Mary Roach","Stiff: The Curious Lives of Human Cadavers","0393324826","The way I see it, being dead is not terribly far off from being on a cruise ship. Most of your time is spent lying on your back. The brain has shut down. The flesh begins to soften. Nothing much new happens, and nothing is expected of you.","",220,548
185673,"Mary Roach","Stiff: The Curious Lives of Human Cadavers","0393324826","Life contains these things: leakage and wickage and discharge, pus and snot and slime and gleet. We are biology. We are reminded of this at the beginning and the end, at birth and at death. In between we do what we can to forget.","",119,549
261988,"Mary Roach","Stiff: The Curious Lives of Human Cadavers","0393324826","You are a person and then you cease to be a person, and a cadaver takes your place.","cadaver",64,550
823798,"Mary Roach","Stiff: The Curious Lives of Human Cadavers","0393324826","It's the reason we say ""pork"" and ""beef"" instead of ""pig"" and ""cow."" Dissection and surgical instruction, like meat-eating, require a carefully maintained set of illusions and denial.","",28,551
589209,"Mary Roach","Stiff: The Curious Lives of Human Cadavers","0393324826","I began thinking about my skeleton, this solid, beautiful thing inside me that I would never see.","",27,552
10083071,"Jennifer Giesbrecht","The Monster of Elendhaven","125022568X","Monster was the best, his favorite word. The first half was a kiss, the second a hiss.","dark, monster",46,553
8308519,"Angie Thomas","The Hate U Give (The Hate U Give, #1)","0062498533","What's the point of having a voice if you're gonna be silent in those moments you shouldn't be?","black-lives-matter, racism",1680,554
8298186,"Angie Thomas","The Hate U Give (The Hate U Give, #1)","0062498533","At an early age I learned that people make mistakes, and you have to decide if their mistakes are bigger than your love for them.","mistakes",1302,555
8339343,"Angie Thomas","The Hate U Give (The Hate U Give, #1)","0062498533","I can't change where I come from or what I've been through, so why should I be ashamed of what makes me, me?","racism-prejudice",550,556
8757477,"Angie Thomas","The Hate U Give (The Hate U Give, #1)","0062498533","Funerals aren't for dead people. They're for the living.","",147,557
100564,"Karl Marx","The Communist Manifesto","0140447571","Let the ruling classes tremble at a Communistic revolution. The proletarians have nothing to lose but their chains. They have a world to win.<br/><br/>Workingmen of all countries unite!","communism, communist-revolution, politics, proletariat, ruling-classic, tremble, unite",424,558
12029551,"J.M.     Clarke","Mark of the Fool 3 (Mark of the Fool, #3)","","No such thing as a stupid question. Only stupid people who never ask questions.","",2,559
6634082,"Christopher Buehlman","The Lesser Dead","0425272613","Happiness is the province of those who ask few questions.","dead, happiness, human-nature, lesser, life, question, undead, vampires",5,560
7996506,"Christopher Buehlman","The Lesser Dead","0425272613","We just don’t deserve dogs, do we?","dogs",5,561
11529545,"J.M. Clarke","Mark of the Fool (Mark of the Fool, #1)","","danger is to life as salt is to food. Too much ruins all. Too little makes meals bland and unpleasant. But just enough? Makes a feast.","",6,562
418890,"Iain M. Banks","Excession (Culture, #5)","0553575376","An Outside Context Problem was the sort of thing most civilisations encountered just once, and which they tended to encounter rather in the same way a sentence encountered a full stop.","",65,563
840220,"Iain M. Banks","Excession (Culture, #5)","0553575376","But then, as she knew too well, the more fondly we imagine something will last forever, the more ephemeral it often proves to be.","ephemeral, ephemerality",30,564
7328650,"Iain M. Banks","Excession","","there came a point when if a conspiracy was that powerful and subtle it became pointless to worry about it.","",11,565
9605621,"Iain M. Banks","Excession (Culture, #5)","","An Outside Context Problem was the sort of thing most civilisations encountered just once, and which they tended to encounter rather in the same way a sentence encountered a full stop. The usual example given to illustrate an Outside Context Problem was imagining you were a tribe on a largish, fertile island; you’d tamed the land, invented the wheel or writing or whatever, the neighbours were cooperative or enslaved but at any rate peaceful and you were busy raising temples to yourself with all the excess productive capacity you had, you were in a position of near-absolute power and control which your hallowed ancestors could hardly have dreamed of and the whole situation was just running along nicely like a canoe on wet grass . . . when suddenly this bristling lump of iron appears sailless and trailing steam in the bay and these guys carrying long funny-looking sticks come ashore and announce you’ve just been discovered, you’re all subjects of the Emperor now, he’s keen on presents called tax and these bright-eyed holy men would like a word with your priests. That was an Outside Context Problem; so was the suitably up-teched version that happened to whole planetary civilisations when somebody like the Affront chanced upon them first rather than, say, the Culture.","",5,566
11187740,"Iain M. Banks","Excession (Culture, #5)","","Collective responsibility. Also known as sharing the blame.","",2,567
11919387,"Matt Dinniman","Dungeon Crawler Carl (Dungeon Crawler Carl, #1)","","Being eaten by a bugbear makes me uncomfortable, Carl. So if your boyfriend ogling your tootises keeps these easy-peasy bugs coming at us instead of more of those lava-spitting llamas, then you better buck up, get over your human male privilege, and take one for your princess.","",37,568
12479717,"Matt Dinniman","Dungeon Crawler Carl (Dungeon Crawler Carl, #1)","","Reward: I SAID THE GHOST OF STEVE IRWIN SMILES DOWN UPON YOU.","",33,569
12472131,"Domagoj Kurmaić","Mother of Learning: ARC 3","1955252297","Learning a language is never a wasted effort, young man… It develops your mind and expands your horizons!","language, learning, personal-growth",4,570
12472125,"Domagoj Kurmaić","Mother of Learning: ARC 3","1955252297","It’s not true fun unless you regret it immediately afterwards.","impulsivity, recklessness, zach",4,571
